SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
600519.SH,600519,贵州茅台,10002602,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-03 00:00:00,2024-10-26 00:00:00,CNY,12034492909.95,3093091103.67,60373410.41,,,,,,,,,,,0.0,,,,,,3504849885.05,1374964415.72,2137464700.45,,,14125755802.29,,5323002071.02,0.0,,0.0,,,,4645887425.1,78943062.19,,,218015555.49,,,,,0.0,,,,,,19909280655.97,,,,,,1061529724.0,,,,,,8572267313.84,,,,,46435185061.53,4138545.33,266636234.04,105553836462.58,0.0,,,,2130818189.27,,,,,160058930.14,,,7987897687.39,69070136376.12,,0.0,,57054879.48,0.0,,3093091103.67,74306850.41,,13933440.0,,-6061727.51,,71403906.57,1822498012.3,,,,109563497.23,4002439902.57,,,,0.0,,,,,,,,,34585111.79,,,,,,,,1256197800.0,,,,,,5401921213.77,,38998763095.13,6949663893.87,272699660092.25,225172517821.28,48697611501.2,223656469294.82,272699660092.25,49043190797.43,47527142270.97,345579296.23,5213133685.87,27502107.3,215668571607.43,,400712059.93,,,,172983178300.09,,314205484.56,-6.5212647052,28.4308370561,188.3555197882,,,,,,,,,,,,,,,,,,0.0,-3.2089948484,,,-8.7006980531,,1298.2682819879,,,,,,,29.2336259051,-51.4579174425,,,14.4218581566,,,,,,,,,,,,0.8441538489,,,,,0.0,,,,,,21.0229116085,,,,,19.6031770634,-22.4272000273,-20.2757141169,-9.1405933028,,,,,-48.4655403321,,,,,9.2885534929,,,7.1045162168,18.5258581783,,,,-47.8241639662,,,28.4308370561,-41.2084491557,,-86.7870880974,,43.7526247152,,-55.6066430169,-7.9208280887,,,,,,,,,,,,,,,,,,-96.1459781635,,,,,,,,0.0,,,,,,12.9562870326,,19.9219406872,0.7700724025,7.1507956479,3.9522761676,-0.7501320296,9.1336797512,7.1507956479,-1.0482753457,25.4365450071,-30.477578329,14.7296215224,-13.566003663,9.2103132316,,,,,,7.2577631724,,-21.9465190309,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-31 00:00:00,2024-04-03 00:00:00,CNY,12874043355.42,2408371053.69,20937144.0,,,,,,,,,,,0.0,,,,,,,1374964415.72,2208329892.95,,,15471920924.98,,380685319.09,0.0,,0.0,,,,3594952468.88,162628090.99,,,190536632.6,,,,,0.0,,,,,,19742622547.86,,,,,,1061529724.0,,,,,,7083177226.45,,,,,38824374236.24,5335046.99,334447942.79,116172711554.59,0.0,,,,4134744407.92,,,,,146455346.9,,,7458040024.4,58274318733.23,2123601333.33,0.0,,109351155.28,0.0,,2408371053.69,126390356.0,,105453212.0,,-10776907.33,,160843674.42,1979272808.9,,,,,,,,,0.0,,,,,,,,,897377162.27,,,,,,,,1256197800.0,,,,,,4782311242.41,,32520123399.97,6896555423.83,254500826096.02,216611435672.92,49065668798.38,204938081263.86,254500826096.02,49562744832.16,37889390423.1,497076033.78,4543842833.87,31818622.84,197480041239.46,,,,,,161278002807.1,,402551533.46,-40.8459181338,19.8294414589,,,,,,,,,,,,,,,,,,,0.0,-4.8948841402,,,21.6492758726,,123.31694291,,,,,,,60.6893489324,,,,,,,,,,,,,,,,12.994659229,,,,,0.0,,,,,,14.0909858883,,,,,16.2602556977,1.7666465567,12.8114918609,-13.9890098737,,,,,20.7162964789,,,,,5.1046115401,,,0.5378993603,12.4764422556,,,,4.822923568,,,19.8294414589,,,,,17.2145796069,,124.8695086984,28.8608956816,,,,,,,,,,,,,,,,,,130.6230958636,,,,,,,,0.0,,,,,,30.0302298793,,29.3415250189,-42.4318086315,-0.261540849,-1.881749433,-15.2787227592,4.0519270842,-0.261540849,-14.8562812982,10.1355653659,67.6670170886,10.1696626501,-4.042198251,4.1894581018,,,,,,0.3491487329,,10.9611634664,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-31 00:00:00,2023-03-31 00:00:00,CNY,21763575647.32,2009832495.56,,,,,,,,,,,,0.0,,,,,,,1374964415.72,2321988541.82,,,12718465288.02,,170468623.71,0.0,,0.0,,,,2237206443.84,,,,,,,,,0.0,,,,,,17472173182.85,,,,,,1061529724.0,,,,,,6208358330.24,,,,,33394365084.83,5242431.75,296466199.74,135067287778.03,0.0,,,,3425175000.0,,,,,139342455.82,,,7418137908.05,51810243607.11,,0.0,,104319886.87,0.0,,2009832495.56,,,,,-13017880.78,,71527560.74,1535976293.22,,,,2059761333.33,,,,,0.0,,,,,,,,,389109841.28,,,,,,,,1256197800.0,,,,,,3677845718.53,,25142832818.16,11979802144.01,255168195159.9,220765692846.31,57914222254.82,196957506705.34,255168195159.9,58210688454.56,34402502313.59,296466199.74,4124404781.29,33158974.32,189539368797.29,,,,,,160716861920.19,,362785970.23,52.8141389122,49.7341061917,,,,,,,,,,,,,,,,,,,0.0,-5.1260113815,,,-4.5271300881,,746.2754177414,,,,,,,99.1770368191,,,,,,,,,,,,,,,,7.6861877828,,,,,14.4410418249,,,,,,28.8797585461,,,,,15.6751659673,,,14.2705247375,,,,,15.9882247196,,,,,-5.6722068967,,,15.9455796162,43.5541113324,,,,,,,49.7341061917,,,,,-144.1752546521,,167.5242032226,-4.5859741912,,,,,,,,,,,,,,,,,,-56.6903230678,,,,,,,,0.0,,,,,,23.3710460619,,24.6241847145,34.3054095266,19.5750725046,18.9136171878,26.8000192785,17.4318534026,19.5750725046,27.4450488368,24.0013314977,20240.5494809814,26.6224816618,-3.8552117413,17.4907979922,,,,,,16.8047954512,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-31 00:00:00,2022-03-31 00:00:00,CNY,14241859949.77,1342267668.12,,,,,,,,,,,,0.0,,,,,,,1374964415.72,2447444843.03,,,13321549147.69,,20143397.78,0.0,,0.0,,,,1123225086.37,1457513.23,,,,,,,,0.0,,,,,,16225082847.29,,,,,,927577822.67,,,,,,4817170981.91,,,,,28869087678.06,,,118199586541.06,0.0,,,,2953036834.8,,,,,147721526.43,,,6397948013.72,36091090060.9,,0.0,,,0.0,,1342267668.12,1532728979.67,,1532728979.67,,-5331367.75,,26736855.91,1609801368.51,,,,,9830052.91,,,,0.0,,,,,,,,,898436259.15,,,,,,,,1256197800.0,,,,,,2981125503.86,,20174922608.93,8919821015.58,213395810527.46,185652154956.94,45673669912.95,167720683101.28,213395810527.46,45675127426.18,27743655570.52,1457513.23,3257245259.42,34488582.19,161322735087.56,,,,,,137594403807.99,,,28.900121759,-11.3240134666,,,,,,,,,,,,,,,,,,,0.0,-2.838236629,,,,,,,,,,,,2.1162965042,-97.9949634354,,,,,,,,,,,,,,,7.1373948706,,,,,3.2535078708,,,,,,1.8854297933,,,,,14.1751160669,,,0.7001118643,,,,,5957.511456,,,,,-6.6733145432,,,9.0677618103,172.348232798,,,,,,,-11.3240134666,4.7661178294,,4.7661178294,,25.9400778982,,27.8973947009,,,,,,-96.9259028398,,,,,,,,,,,,,-42.0168184265,,,,,,,,0.0,,,,,,21.9238816159,,21.5671757118,1.8715474885,16.5827388196,16.7443932443,11.1462715037,18.216071506,16.5827388196,10.9535454234,15.5124117092,-97.9949634354,-9.2567155054,-54.9407356238,18.6106316436,,,,,,18.7260580691,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-22 00:00:00,2021-03-31 00:00:00,CNY,11048756010.02,1513676611.44,,,13740329698.82,,,,,,,,,0.0,,,,,,,1374964415.72,2518938271.72,,,,,,0.0,,0.0,,,,1099946947.57,72692601.01,,,,,,446880000.0,,0.0,,,,,,15144182726.19,,,,,,898349936.77,,,,,,4728027345.7,11081.87,,,,25284920806.33,,,117377810563.27,0.0,,,,48750000.0,,,,,158284338.19,,,5866030353.54,13251817237.85,,0.0,,,0.0,,1513676611.44,1463000645.08,,1463000645.08,,-7198721.79,,20904926.15,,,,,,319770404.05,,,,0.0,,,,,,,,,1549477339.41,,,,,,,,1256197800.0,,,,,,2445071026.57,,16595699037.02,8755949266.98,183042372042.5,159024472009.08,41093299212.84,141876380228.65,183042372042.5,41165991813.85,24017900033.42,72692601.01,3589516599.01,76540490.99,136010349875.11,,,,,,115892337407.39,,,-3.6978596342,28.4631430706,,,1.2065899349,,,,,,,,,,,,,,,,0.0,28.8905831886,,,,,,,,,,,,4.8272539885,,,,,,,,,,,,,,,,-0.6844835329,,,,,13.9600309639,,,,,,35.1183304537,-99.9740898926,,,,7.5635924712,,,,,,,,35.1351351351,,,,,-6.0151173603,,,28.3616725181,-88.1759162164,,,,,,,28.4631430706,159.5170464539,,159.5170464539,,-1.8822707765,,-85.0768993672,,,,,,,,,,,,,,,,,,,31.0474885028,,,,,,,,0.0,,,,,,20.1795728461,,23.4411330696,-18.7086852425,14.5112166673,15.3506129193,-3.1690505689,20.8399688464,14.5112166673,-2.997760025,9.247557216,,5.4260777819,-80.5680786089,20.5353423984,,,,,,20.743894772,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-29 00:00:00,2020-04-22 00:00:00,CNY,11473011885.36,1178296416.59,,,13576516813.44,,,,,,,,,0.0,,,29000000.0,,,,1374964415.72,1954322968.68,,,,,,0.0,,0.0,,,,1049294821.45,,,,,,,,,0.0,,,,,,15248556585.02,,,,,,788302643.63,,,,,,3499175374.52,42770451.84,343889944.47,,,23506950842.22,,,,0.0,,,,36075000.0,,,,,168414678.77,,,4569923590.48,112074791420.06,,0.0,,,,,1178296416.59,563739710.0,,563739710.0,,-7065725.7,,140084334.11,,,,,,,,,,0.0,,,,,,,,,1182378508.06,,,,,,,,1256197800.0,,,,,,2034514658.91,,13444221244.84,10771075966.85,159846674736.01,137861835307.57,42438186813.48,117408487922.53,159846674736.01,42438186813.48,21984839428.44,,3404771072.33,393890493.12,112838564332.05,,,,,,95981943953.56,,,9.6572248098,18.7731864862,,,-5.9088209319,,,,,,,,,,,,0.0,,,,0.0,-3.0788475982,,,,,,,,,,,,-25.1464690927,,,,,,,,,,,,,,,,0.029256919,,,,,31.1958949401,,,,,,1.1725228236,82.6657871702,42.4218983458,,,6.5713280724,,,,,,,,8.8235294118,,,,,-5.3103637991,,,0.0398183601,27.5477783322,,,,,,,18.7731864862,-53.8563539834,,-53.8563539834,,4.5375563508,,273.1678261643,,,,,,,,,,,,,,,,,,,49.515371831,,,,,,,,0.0,,,,,,6.9871359592,,63.6426869967,39.4109076862,18.7478909066,22.8176704593,10.0149720947,22.2755086745,18.7478909066,9.9705846526,-1.6819133626,,11.1448818272,44.3974964255,23.3862059827,,,,,,19.9604743531,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2018-03-28 00:00:00,2019-03-29 00:00:00,CNY,10462613754.14,992055910.47,,,14429106902.38,,,,,,,,,0.0,0.0,,29000000.0,,,,1374964415.72,2016405005.77,,,,,,0.0,0.0,0.0,0.0,,,1401797361.77,,,,,,,,,0.0,,,,,,15244096632.02,,,,,,600859229.62,,,,,,3458622239.38,23414593.67,241458615.89,,,22057481376.46,,,,0.0,,,0.0,33150000.0,,,,15570000.0,177859674.54,,,4568104646.12,87868869913.34,,0.0,0.0,,0.0,0.0,992055910.47,1221706039.0,,1221706039.0,,-7401576.4,,37539231.49,,,,,,,,3039948303.8,31323463.35,0.0,0.0,,,,,,,,790807322.07,,,,,,,,1256197800.0,,,,15570000.0,,1901644193.64,,8215595509.69,7726135741.9,134610116875.08,112249185961.6,38574919400.0,96019627475.08,134610116875.08,38590489400.0,22360930913.48,15570000.0,3063362897.47,272782079.24,91451522828.96,,,,,,80011307450.33,,,-2.9335736836,-4.6657610964,,,-17.7410680401,,,,,,,,,,,,0.0,,,,0.0,-26.558140395,,,,,,,,,,,,-19.6925840755,,,,,,,,,,,,,,,,5.4722859108,,,,,42.8038551942,,,,,,-2.0703215205,-32.0954663376,71.3628765087,,,6.9596160645,,,,,,,,-45.507013866,,,,,-5.4535236516,,,52.0468957232,31.4320839162,,,,,,,-4.6657610964,49.4209195631,,49.4209195631,,34.1546061254,,-83.7825678269,,,,,,,,76.2658190615,-59.4400481228,,,,,,,,,,-24.4042830295,,,,,,,,0.0,,,,0.0,,16.7722275274,,15.1345084491,80.8429951727,19.193046631,24.4716154962,4.1990170465,26.5105018668,19.193046631,4.1972517721,-1.7274270158,0.0,74.1417605051,25.0534315011,25.4579937565,,,,,,27.573507358,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2017-07-28 00:00:00,2018-03-28 00:00:00,CNY,10778818332.13,1040608203.18,,,17541082237.01,,,,,,,,,0.0,0.0,,29000000.0,,,,1374964415.72,2745579995.68,,,,,,0.0,0.0,0.0,0.0,,,1745539120.68,,,,,,,,,0.0,,,,,,14453177439.34,,,,,,420758409.36,,,,,,3531740625.6,34481635.33,140904856.88,,,20622251825.55,,,390000000.0,0.0,,,0.0,60833517.03,,,,,188118776.51,,,3004405071.47,66854962118.22,,0.0,0.0,,0.0,0.0,1040608203.18,817627172.0,,817627172.0,,-11240841.56,,231474570.63,,,,,,,,1724638571.44,77227565.37,0.0,0.0,,,,,,,,1046100696.92,,,,,,,,1256197800.0,,,,15570000.0,,1628507252.03,,7135649963.12,4272289194.57,112934538280.41,90180548805.57,37020425425.69,75898542854.72,112934538280.41,37035995425.69,22753989474.84,15570000.0,1759120206.77,218132422.25,72894137783.25,,,,,,62717808036.61,,,80.6216578704,18.1199167772,,,112.321103657,,,,,,,,,,,,0.0,,,,0.0,-43.9122479637,,,,,,,,,,,,51.0849665089,,,,,,,,,,,,,,,,26.6050867514,,,,,92.6890903978,,,,,,-1.4158363532,25.8020084345,65.0963383656,,,14.483494052,,,,,,,,211.966754,,,,,-5.2792419589,,,30.1627028648,81.6673907702,,,,,,,18.1199167772,-90.4696195964,,-90.4693632342,,13.7580445512,,,,,,,,,,21.1855146885,60.1599687675,,,,,,,,,,-29.2091751161,,,,,,,,0.0,,,,0.0,,66.9445824816,,14.8960923662,69.8374778063,30.8605136012,38.7296715623,84.6246600502,14.5912183575,30.8605136012,84.5590006732,6.8415435861,0.0,21.2727475726,63.3142473165,14.0289747036,,,,,,14.2838765465,,,标准无保留意见,,0
600519.SH,600519,贵州茅台,10002602,通用,2015-12-31 00:00:00,年报,2015年报,058001001,2016-03-24 00:00:00,2017-04-15 00:00:00,CNY,5967622299.13,880976072.09,230768.89,,8261582073.04,,,,,,,,,0.0,,,29000000.0,,,,1374964415.72,4895150716.51,,,,,,0.0,,0.0,,,,1155336074.14,,,,,,,,,0.0,,,,,,11415953189.72,682594.04,,,,,218361303.43,,,,,,3582462431.04,27409447.4,85347051.47,,,18013297022.7,,,,0.0,,,,19500000.0,,,,,198603537.81,,,2308191982.3,36800749895.06,,0.0,,,0.0,,880976072.09,8579166175.71,,8578935406.82,,-13034075.47,,,,,,,,,,1423139205.93,48219018.75,0.0,,,,,,,,,1477734859.9,,260855.92,,,,,,1256197800.0,,,,15570000.0,,975477747.06,,6210524497.54,2515516156.83,86301463422.77,65004514023.59,20051723001.48,66234170421.29,86301463422.77,20067293001.48,21296949399.18,15570000.0,1450548653.33,133566070.22,63925978438.99,,,,,,54878964497.77,,,50.8327219967,24.513488513,-94.6409603092,,459.6394021325,,,,,,,,,,,,625.0,,,,0.0,43.0588366028,,,,,,,,,,,,40.6200729418,,,,,,,,,,,,,,,,10.0252477075,,,,,121.474116894,,,,,,-0.0045009249,78.3865561677,5.8858029,,,20.2300022909,,,,,,,,-36.7088607595,,,,,3572.2079292899,,,22.7012174265,32.803308524,,,,,,,24.513488513,363.2017039196,,364.2686500889,,-2005.5168421876,,,,,,,,,,15.5252132312,-40.388599076,,,,,,,,,,-48.4069027299,,0.0,,,,,,10.0,,,,-12.3804164322,,-1.3317329187,,18.3090627182,19.4918414799,31.0115630978,36.6475603662,90.1746865009,19.7474477104,31.0115630978,90.0021367265,16.3625538665,-12.3804164322,16.2996176099,-17.292373526,19.6434530013,,,,,,20.4382553694,,,标准无保留意见,,0
